id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
93.0,125.0,-0.0017,-0.0004,100.0,518.67,643.0,1596.85,1409.93,14.62,21.61,553.16,2388.15,9056.65,1.3,47.53,521.52,2388.1,8135.95,8.4388,0.03,392.0,2388.0,100.0,38.75,23.1991,46.0
93.0,126.0,0.0009,-0.0004,100.0,518.67,643.04,1587.5,1405.82,14.62,21.61,553.53,2388.13,9062.91,1.3,47.64,521.28,2388.11,8138.71,8.4384,0.03,395.0,2388.0,100.0,38.7,23.3043,45.0
93.0,127.0,-0.0004,0.0005,100.0,518.67,642.91,1591.07,1407.49,14.62,21.61,553.16,2388.14,9062.27,1.3,47.63,521.08,2388.19,8134.4,8.4185,0.03,394.0,2388.0,100.0,38.59,23.3063,44.0
93.0,128.0,-0.0019,-0.0004,100.0,518.67,642.28,1589.82,1409.61,14.62,21.61,552.76,2388.1,9062.1,1.3,47.61,522.21,2388.14,8136.86,8.4508,0.03,393.0,2388.0,100.0,38.73,23.2986,43.0
93.0,129.0,-0.0012,-0.0002,100.0,518.67,643.58,1594.13,1407.11,14.62,21.61,553.35,2388.11,9055.3,1.3,47.78,521.06,2388.14,8140.21,8.4629,0.03,394.0,2388.0,100.0,38.71,23.3218,42.0
93.0,130.0,0.0004,0.0002,100.0,518.67,642.65,1591.71,1407.94,14.62,21.61,552.76,2388.11,9064.67,1.3,47.49,521.63,2388.14,8137.45,8.4624,0.03,393.0,2388.0,100.0,38.77,23.2899,41.0
93.0,131.0,-0.0003,0.0002,100.0,518.67,642.89,1588.51,1413.67,14.62,21.61,553.46,2388.08,9053.8,1.3,47.65,521.05,2388.12,8136.87,8.4277,0.03,393.0,2388.0,100.0,38.74,23.3902,40.0
93.0,132.0,-0.0015,-0.0003,100.0,518.67,642.95,1590.17,1415.01,14.62,21.61,552.64,2388.13,9061.81,1.3,47.66,521.44,2388.13,8135.56,8.459,0.03,395.0,2388.0,100.0,38.71,23.1116,39.0
93.0,133.0,-0.0023,0.0003,100.0,518.67,643.19,1587.3,1411.41,14.62,21.61,553.33,2388.2,9063.88,1.3,47.5,521.18,2388.13,8135.46,8.478,0.03,394.0,2388.0,100.0,38.78,23.3331,38.0
93.0,134.0,0.0008,0.0004,100.0,518.67,643.12,1587.92,1414.09,14.62,21.61,552.57,2388.1,9057.07,1.3,47.87,520.64,2388.16,8136.35,8.4814,0.03,394.0,2388.0,100.0,38.66,23.2346,37.0
93.0,135.0,0.0027,0.0001,100.0,518.67,642.99,1593.91,1418.29,14.62,21.61,552.97,2388.17,9051.83,1.3,47.74,521.08,2388.12,8134.24,8.4746,0.03,393.0,2388.0,100.0,38.76,23.3046,36.0
93.0,136.0,0.0004,-0.0001,100.0,518.67,643.1,1597.77,1411.12,14.62,21.61,552.55,2388.16,9063.18,1.3,47.72,521.0,2388.14,8135.56,8.5064,0.03,394.0,2388.0,100.0,38.81,23.2075,35.0
93.0,137.0,0.0012,-0.0005,100.0,518.67,642.87,1597.07,1419.91,14.62,21.61,553.16,2388.19,9055.32,1.3,47.63,520.45,2388.13,8133.89,8.465,0.03,394.0,2388.0,100.0,38.82,23.2428,34.0
93.0,138.0,0.001,-0.0001,100.0,518.67,643.24,1591.56,1421.1,14.62,21.61,553.64,2388.2,9059.84,1.3,47.65,521.33,2388.15,8135.17,8.4885,0.03,395.0,2388.0,100.0,38.57,23.1929,33.0
93.0,139.0,0.0016,0.0004,100.0,518.67,643.02,1592.74,1409.07,14.62,21.61,553.08,2388.18,9056.52,1.3,47.65,520.68,2388.16,8136.82,8.4885,0.03,394.0,2388.0,100.0,38.71,23.2391,32.0
93.0,140.0,-0.0013,0.0001,100.0,518.67,643.03,1595.1,1413.95,14.62,21.61,552.69,2388.16,9052.91,1.3,47.67,521.22,2388.12,8131.75,8.4897,0.03,394.0,2388.0,100.0,38.63,23.2088,31.0
93.0,141.0,0.0006,0.0001,100.0,518.67,642.66,1594.13,1419.36,14.62,21.61,552.53,2388.16,9059.14,1.3,47.7,520.24,2388.18,8132.69,8.4454,0.03,394.0,2388.0,100.0,38.88,23.1847,30.0
93.0,142.0,-0.0032,0.0001,100.0,518.67,642.81,1592.27,1406.88,14.62,21.61,552.45,2388.15,9052.52,1.3,47.95,521.01,2388.15,8135.54,8.4908,0.03,393.0,2388.0,100.0,38.71,23.1957,29.0
93.0,143.0,0.001,-0.0003,100.0,518.67,643.25,1590.39,1413.82,14.62,21.61,552.4,2388.12,9056.91,1.3,47.68,520.84,2388.2,8129.6,8.4593,0.03,395.0,2388.0,100.0,38.69,23.3036,28.0
93.0,144.0,-0.0006,-0.0003,100.0,518.67,642.6,1594.62,1412.5,14.62,21.61,552.87,2388.09,9060.47,1.3,47.57,521.2,2388.16,8129.23,8.4625,0.03,395.0,2388.0,100.0,38.75,23.119,27.0
93.0,145.0,-0.0002,-0.0005,100.0,518.67,643.05,1592.87,1418.44,14.62,21.61,552.4,2388.14,9055.5,1.3,47.78,520.93,2388.16,8134.91,8.486,0.03,394.0,2388.0,100.0,38.71,23.1292,26.0
93.0,146.0,0.0023,0.0001,100.0,518.67,643.05,1596.68,1423.73,14.62,21.61,552.49,2388.17,9052.4,1.3,47.84,520.69,2388.23,8132.48,8.4738,0.03,395.0,2388.0,100.0,38.66,23.1331,25.0
93.0,147.0,0.0019,0.0001,100.0,518.67,642.86,1587.97,1418.85,14.62,21.61,552.36,2388.17,9045.25,1.3,47.96,521.09,2388.19,8135.44,8.45,0.03,395.0,2388.0,100.0,38.63,23.1984,24.0
93.0,148.0,0.0034,0.0003,100.0,518.67,642.71,1600.49,1414.94,14.62,21.61,552.36,2388.21,9055.15,1.3,47.93,520.3,2388.2,8128.51,8.4761,0.03,394.0,2388.0,100.0,38.47,23.1468,23.0
93.0,149.0,-0.0004,-0.0001,100.0,518.67,642.94,1593.65,1420.49,14.62,21.61,552.93,2388.2,9058.95,1.3,47.87,520.55,2388.24,8133.52,8.4894,0.03,394.0,2388.0,100.0,38.52,23.1701,22.0
93.0,150.0,-0.004,-0.0004,100.0,518.67,643.06,1596.0,1411.97,14.62,21.61,551.64,2388.22,9053.09,1.3,47.95,521.05,2388.22,8124.8,8.4765,0.03,395.0,2388.0,100.0,38.61,23.1887,21.0
93.0,151.0,-0.0011,-0.0001,100.0,518.67,642.79,1595.99,1415.13,14.62,21.61,551.69,2388.21,9056.0,1.3,47.84,520.46,2388.22,8126.76,8.4733,0.03,395.0,2388.0,100.0,38.38,23.1289,20.0
93.0,152.0,0.0005,-0.0004,100.0,518.67,643.63,1596.73,1419.67,14.62,21.61,552.85,2388.24,9051.05,1.3,47.99,520.32,2388.2,8124.14,8.4947,0.03,395.0,2388.0,100.0,38.7,23.0775,19.0
93.0,153.0,-0.0013,-0.0003,100.0,518.67,643.57,1602.33,1417.43,14.62,21.61,552.25,2388.23,9049.19,1.3,47.84,520.43,2388.2,8125.74,8.4839,0.03,397.0,2388.0,100.0,38.49,23.0728,18.0
93.0,154.0,0.0004,0.0002,100.0,518.67,643.38,1605.02,1427.44,14.62,21.61,552.14,2388.22,9049.05,1.3,47.93,520.39,2388.25,8129.9,8.4879,0.03,395.0,2388.0,100.0,38.54,23.1691,17.0
93.0,155.0,-0.0046,0.0003,100.0,518.67,643.56,1587.65,1424.57,14.62,21.61,552.29,2388.19,9060.01,1.3,47.79,520.1,2388.23,8128.67,8.4527,0.03,395.0,2388.0,100.0,38.49,23.0903,16.0
93.0,156.0,-0.0002,0.0001,100.0,518.67,643.23,1592.91,1426.63,14.62,21.61,551.84,2388.16,9048.57,1.3,47.72,520.54,2388.25,8128.55,8.4849,0.03,395.0,2388.0,100.0,38.54,23.0523,15.0
93.0,157.0,0.0006,-0.0004,100.0,518.67,643.46,1606.06,1417.31,14.62,21.61,551.96,2388.21,9056.54,1.3,47.97,519.76,2388.26,8128.4,8.4786,0.03,393.0,2388.0,100.0,38.49,23.11,14.0
93.0,158.0,0.002,-0.0001,100.0,518.67,643.09,1592.98,1416.93,14.62,21.61,552.1,2388.22,9052.37,1.3,48.01,520.14,2388.24,8129.14,8.5018,0.03,395.0,2388.0,100.0,38.61,23.1806,13.0
93.0,159.0,-0.0017,-0.0002,100.0,518.67,643.15,1592.98,1421.03,14.62,21.61,552.28,2388.26,9050.58,1.3,48.04,520.07,2388.2,8121.06,8.4987,0.03,396.0,2388.0,100.0,38.73,23.1724,12.0
93.0,160.0,-0.0011,0.0005,100.0,518.67,643.28,1606.81,1426.66,14.62,21.61,551.78,2388.21,9054.75,1.3,48.03,520.27,2388.24,8133.66,8.5093,0.03,396.0,2388.0,100.0,38.72,23.1418,11.0
93.0,161.0,0.0009,-0.0004,100.0,518.67,643.49,1595.84,1425.12,14.62,21.61,551.91,2388.21,9049.99,1.3,47.82,520.45,2388.19,8122.81,8.4942,0.03,395.0,2388.0,100.0,38.34,23.1441,10.0
93.0,162.0,-0.0016,0.0,100.0,518.67,643.45,1587.45,1432.66,14.62,21.61,551.56,2388.24,9044.76,1.3,48.04,519.82,2388.27,8125.95,8.5179,0.03,395.0,2388.0,100.0,38.49,22.975,9.0
93.0,163.0,0.0013,-0.0003,100.0,518.67,643.15,1601.36,1425.24,14.62,21.61,551.85,2388.31,9048.92,1.3,47.95,520.08,2388.23,8128.89,8.4787,0.03,395.0,2388.0,100.0,38.66,23.1938,8.0
93.0,164.0,-0.0001,0.0005,100.0,518.67,643.89,1596.09,1424.11,14.62,21.61,551.84,2388.26,9050.87,1.3,48.17,519.9,2388.26,8121.25,8.5316,0.03,395.0,2388.0,100.0,38.61,23.2103,7.0
93.0,165.0,0.0011,-0.0004,100.0,518.67,643.16,1596.17,1426.65,14.62,21.61,551.85,2388.28,9046.19,1.3,48.16,520.09,2388.26,8127.04,8.499,0.03,397.0,2388.0,100.0,38.58,23.1157,6.0
93.0,166.0,0.0013,0.0004,100.0,518.67,643.9,1599.94,1426.77,14.62,21.61,552.36,2388.24,9050.77,1.3,48.03,519.69,2388.22,8118.76,8.4875,0.03,396.0,2388.0,100.0,38.52,23.1377,5.0
93.0,167.0,-0.0026,-0.0003,100.0,518.67,643.09,1601.53,1430.98,14.62,21.61,552.12,2388.24,9045.39,1.3,48.33,520.61,2388.25,8119.1,8.4953,0.03,396.0,2388.0,100.0,38.51,23.1559,4.0
93.0,168.0,0.0005,-0.0002,100.0,518.67,644.15,1600.2,1424.54,14.62,21.61,551.4,2388.29,9044.86,1.3,48.18,519.97,2388.26,8122.42,8.5427,0.03,396.0,2388.0,100.0,38.31,23.0769,3.0
93.0,169.0,0.0015,0.0004,100.0,518.67,643.58,1602.77,1431.61,14.62,21.61,551.3,2388.24,9043.57,1.3,48.18,519.66,2388.28,8121.34,8.4975,0.03,396.0,2388.0,100.0,38.49,23.0852,2.0
93.0,170.0,0.0011,0.0003,100.0,518.67,644.45,1598.88,1426.97,14.62,21.61,551.17,2388.3,9044.36,1.3,48.11,520.13,2388.26,8117.31,8.5317,0.03,396.0,2388.0,100.0,38.57,23.1072,1.0
93.0,171.0,0.0013,-0.0002,100.0,518.67,643.84,1599.94,1433.34,14.62,21.61,551.31,2388.26,9044.28,1.3,48.23,518.31,2388.3,8115.32,8.5291,0.03,396.0,2388.0,100.0,38.38,22.9597,0.0
95.0,1.0,-0.0039,0.0,100.0,518.67,642.18,1595.25,1408.96,14.62,21.61,553.22,2388.19,9042.79,1.3,47.6,522.02,2388.17,8126.05,8.4293,0.03,392.0,2388.0,100.0,38.96,23.2695,165.0
95.0,2.0,-0.0002,0.0001,100.0,518.67,642.33,1589.47,1407.79,14.62,21.61,553.34,2388.07,9051.66,1.3,47.65,521.37,2388.09,8129.98,8.4117,0.03,394.0,2388.0,100.0,38.6,23.286,164.0
95.0,3.0,-0.0014,-0.0004,100.0,518.67,642.39,1592.45,1408.36,14.62,21.61,553.93,2388.11,9049.76,1.3,47.45,521.73,2388.09,8131.24,8.4198,0.03,393.0,2388.0,100.0,38.86,23.4221,163.0
95.0,4.0,0.0011,-0.0003,100.0,518.67,642.48,1590.67,1407.72,14.62,21.61,553.68,2388.13,9044.06,1.3,47.46,521.65,2388.12,8129.24,8.4585,0.03,393.0,2388.0,100.0,38.95,23.1865,162.0
95.0,5.0,-0.0012,0.0002,100.0,518.67,642.3,1591.28,1407.7,14.62,21.61,553.64,2388.08,9050.82,1.3,47.51,521.26,2388.06,8130.78,8.4588,0.03,391.0,2388.0,100.0,38.72,23.2511,161.0
95.0,6.0,-0.0014,0.0005,100.0,518.67,642.62,1584.84,1412.76,14.62,21.61,554.52,2388.1,9054.31,1.3,47.52,521.55,2388.11,8124.39,8.4652,0.03,393.0,2388.0,100.0,38.79,23.2668,160.0
95.0,7.0,-0.0013,0.0001,100.0,518.67,642.32,1584.05,1405.54,14.62,21.61,553.71,2388.1,9051.86,1.3,47.61,521.59,2388.07,8132.5,8.4564,0.03,393.0,2388.0,100.0,38.72,23.4696,159.0
95.0,8.0,-0.0011,0.0005,100.0,518.67,642.95,1587.8,1404.98,14.62,21.61,553.3,2388.11,9043.04,1.3,47.35,521.8,2388.11,8130.13,8.4771,0.03,394.0,2388.0,100.0,38.77,23.3172,158.0
95.0,9.0,-0.0016,-0.0003,100.0,518.67,642.36,1589.29,1405.11,14.62,21.61,553.87,2388.12,9040.66,1.3,47.43,521.75,2388.06,8128.47,8.4347,0.03,393.0,2388.0,100.0,38.75,23.2522,157.0
95.0,10.0,0.0011,0.0003,100.0,518.67,642.21,1595.28,1410.81,14.62,21.61,553.27,2388.08,9048.33,1.3,47.45,521.63,2388.11,8127.78,8.4678,0.03,393.0,2388.0,100.0,38.78,23.2496,156.0
95.0,11.0,0.0027,-0.0001,100.0,518.67,642.76,1585.61,1414.2,14.62,21.61,553.72,2388.1,9048.07,1.3,47.5,521.65,2388.06,8131.97,8.4308,0.03,392.0,2388.0,100.0,38.96,23.3348,155.0
95.0,12.0,-0.0009,0.0004,100.0,518.67,642.61,1586.94,1411.82,14.62,21.61,552.42,2388.1,9048.75,1.3,47.51,521.6,2388.12,8129.2,8.4655,0.03,393.0,2388.0,100.0,38.88,23.2767,154.0
95.0,13.0,-0.003,-0.0002,100.0,518.67,642.65,1589.01,1413.26,14.62,21.61,553.17,2388.09,9046.62,1.3,47.41,521.68,2388.16,8125.57,8.4225,0.03,393.0,2388.0,100.0,38.97,23.3713,153.0
95.0,14.0,-0.0014,0.0004,100.0,518.67,642.5,1597.28,1405.94,14.62,21.61,553.01,2388.09,9048.25,1.3,47.45,521.51,2388.1,8131.1,8.4268,0.03,394.0,2388.0,100.0,38.88,23.2829,152.0
95.0,15.0,0.004,-0.0001,100.0,518.67,642.66,1587.05,1410.48,14.62,21.61,553.53,2388.13,9050.5,1.3,47.57,520.94,2388.13,8126.8,8.4292,0.03,394.0,2388.0,100.0,38.83,23.2988,151.0
95.0,16.0,-0.0039,0.0003,100.0,518.67,642.38,1588.11,1409.28,14.62,21.61,553.48,2388.1,9050.19,1.3,47.52,521.45,2388.11,8122.99,8.4029,0.03,394.0,2388.0,100.0,38.77,23.3194,150.0
95.0,17.0,-0.0008,-0.0001,100.0,518.67,642.56,1589.9,1403.07,14.62,21.61,553.43,2388.1,9045.5,1.3,47.51,521.31,2388.14,8131.49,8.4472,0.03,393.0,2388.0,100.0,38.8,23.3499,149.0
95.0,18.0,-0.0032,0.0003,100.0,518.67,642.24,1592.47,1400.86,14.62,21.61,553.34,2388.13,9044.13,1.3,47.53,521.64,2388.1,8131.56,8.4256,0.03,394.0,2388.0,100.0,38.74,23.2742,148.0
95.0,19.0,-0.0004,0.0005,100.0,518.67,642.83,1584.59,1410.75,14.62,21.61,553.9,2388.09,9050.72,1.3,47.67,521.85,2388.09,8127.23,8.4394,0.03,392.0,2388.0,100.0,38.97,23.3053,147.0
95.0,20.0,-0.0027,-0.0004,100.0,518.67,642.15,1587.98,1416.01,14.62,21.61,553.61,2388.16,9055.69,1.3,47.43,521.58,2388.1,8128.77,8.4637,0.03,392.0,2388.0,100.0,38.82,23.2803,146.0
95.0,21.0,0.0,0.0003,100.0,518.67,642.49,1585.23,1407.93,14.62,21.61,553.13,2388.09,9054.8,1.3,47.44,521.47,2388.1,8133.72,8.4238,0.03,392.0,2388.0,100.0,38.74,23.3985,145.0
95.0,22.0,0.0038,0.0004,100.0,518.67,642.75,1586.85,1417.91,14.62,21.61,552.64,2388.11,9050.32,1.3,47.49,521.75,2388.07,8130.51,8.4286,0.03,392.0,2388.0,100.0,38.8,23.3554,144.0
95.0,23.0,0.0033,-0.0002,100.0,518.67,642.4,1592.49,1413.91,14.62,21.61,553.72,2388.1,9045.66,1.3,47.57,521.84,2388.13,8131.84,8.4462,0.03,392.0,2388.0,100.0,38.97,23.3536,143.0
95.0,24.0,0.0005,-0.0003,100.0,518.67,642.71,1588.7,1410.08,14.62,21.61,553.6,2388.12,9050.86,1.3,47.75,521.51,2388.1,8137.08,8.4597,0.03,391.0,2388.0,100.0,38.64,23.3093,142.0
95.0,25.0,0.0001,-0.0003,100.0,518.67,643.08,1587.61,1402.31,14.62,21.61,553.33,2388.13,9053.62,1.3,47.63,521.16,2388.07,8128.42,8.4777,0.03,393.0,2388.0,100.0,38.92,23.4629,141.0
95.0,26.0,0.0029,-0.0002,100.0,518.67,642.42,1597.68,1408.06,14.62,21.61,553.34,2388.09,9046.95,1.3,47.49,521.58,2388.14,8128.24,8.4627,0.03,391.0,2388.0,100.0,38.95,23.3123,140.0
95.0,27.0,0.0008,0.0002,100.0,518.67,642.63,1589.04,1407.83,14.62,21.61,553.33,2388.08,9044.03,1.3,47.48,521.25,2388.09,8131.8,8.4421,0.03,395.0,2388.0,100.0,38.81,23.2576,139.0
95.0,28.0,-0.0025,-0.0004,100.0,518.67,642.47,1588.3,1410.46,14.62,21.61,553.81,2388.15,9050.8,1.3,47.52,520.8,2388.06,8129.52,8.4691,0.03,393.0,2388.0,100.0,38.92,23.1951,138.0
95.0,29.0,0.0001,0.0001,100.0,518.67,642.61,1581.07,1413.77,14.62,21.61,553.69,2388.15,9049.78,1.3,47.59,521.54,2388.14,8131.98,8.4848,0.03,392.0,2388.0,100.0,38.78,23.2187,137.0
95.0,30.0,-0.001,0.0,100.0,518.67,642.76,1592.22,1410.96,14.62,21.61,553.6,2388.14,9053.79,1.3,47.67,521.66,2388.12,8134.88,8.4605,0.03,394.0,2388.0,100.0,38.87,23.3776,136.0
95.0,31.0,-0.0037,0.0004,100.0,518.67,642.61,1594.7,1409.09,14.62,21.61,553.27,2388.13,9050.66,1.3,47.56,521.62,2388.15,8132.23,8.4257,0.03,394.0,2388.0,100.0,38.93,23.3086,135.0
95.0,32.0,-0.001,0.0001,100.0,518.67,642.55,1586.66,1408.38,14.62,21.61,553.95,2388.12,9048.78,1.3,47.48,521.41,2388.08,8134.08,8.4415,0.03,393.0,2388.0,100.0,38.79,23.2401,134.0
95.0,33.0,0.0003,0.0003,100.0,518.67,642.64,1589.81,1408.28,14.62,21.61,553.81,2388.11,9049.02,1.3,47.63,520.95,2388.07,8127.27,8.4564,0.03,393.0,2388.0,100.0,38.77,23.3243,133.0
95.0,34.0,-0.0023,-0.0005,100.0,518.67,642.76,1584.8,1410.53,14.62,21.61,553.56,2388.09,9052.01,1.3,47.54,521.72,2388.16,8134.06,8.4488,0.03,394.0,2388.0,100.0,38.67,23.1944,132.0
95.0,35.0,0.0034,-0.0001,100.0,518.67,642.72,1588.19,1403.69,14.62,21.61,553.39,2388.09,9048.62,1.3,47.44,521.21,2388.13,8131.69,8.4956,0.03,394.0,2388.0,100.0,38.92,23.3126,131.0
95.0,36.0,-0.0004,-0.0003,100.0,518.67,642.67,1582.4,1408.51,14.62,21.61,554.04,2388.14,9047.93,1.3,47.56,521.68,2388.14,8132.1,8.4489,0.03,393.0,2388.0,100.0,38.82,23.3378,130.0
95.0,37.0,0.0003,-0.0004,100.0,518.67,642.39,1584.06,1405.13,14.62,21.61,553.52,2388.11,9048.2,1.3,47.58,521.37,2388.07,8128.74,8.4269,0.03,395.0,2388.0,100.0,38.77,23.2678,129.0
95.0,38.0,0.0002,-0.0,100.0,518.67,642.37,1588.53,1404.89,14.62,21.61,553.93,2388.1,9054.59,1.3,47.52,521.35,2388.14,8126.46,8.4485,0.03,392.0,2388.0,100.0,38.9,23.2061,128.0
95.0,39.0,0.0001,0.0001,100.0,518.67,642.3,1579.74,1409.0,14.62,21.61,553.84,2388.14,9049.91,1.3,47.52,521.42,2388.17,8128.13,8.4285,0.03,392.0,2388.0,100.0,38.79,23.1722,127.0
95.0,40.0,0.0014,0.0004,100.0,518.67,642.08,1589.2,1407.95,14.62,21.61,553.26,2388.11,9055.38,1.3,47.35,521.64,2388.14,8128.57,8.434,0.03,393.0,2388.0,100.0,38.83,23.3688,126.0
95.0,41.0,-0.0033,0.0003,100.0,518.67,642.57,1590.52,1402.83,14.62,21.61,554.0,2388.09,9054.36,1.3,47.62,521.18,2388.14,8129.49,8.425,0.03,395.0,2388.0,100.0,38.8,23.2009,125.0
95.0,42.0,-0.0018,-0.0,100.0,518.67,643.08,1596.16,1407.67,14.62,21.61,553.38,2388.18,9047.22,1.3,47.33,521.21,2388.11,8125.78,8.4577,0.03,392.0,2388.0,100.0,38.78,23.2907,124.0
95.0,43.0,-0.0014,-0.0,100.0,518.67,642.67,1595.09,1406.83,14.62,21.61,553.98,2388.09,9054.63,1.3,47.42,520.76,2388.11,8129.57,8.4469,0.03,392.0,2388.0,100.0,38.88,23.3976,123.0
95.0,44.0,0.0004,-0.0002,100.0,518.67,642.82,1588.85,1411.0,14.62,21.61,553.04,2388.1,9048.01,1.3,47.74,521.73,2388.09,8130.26,8.4426,0.03,393.0,2388.0,100.0,38.9,23.2269,122.0
95.0,45.0,0.0009,0.0005,100.0,518.67,642.88,1594.42,1414.3,14.62,21.61,552.94,2388.11,9046.71,1.3,47.48,520.94,2388.09,8128.12,8.4583,0.03,394.0,2388.0,100.0,38.8,23.2109,121.0
95.0,46.0,0.0001,-0.0001,100.0,518.67,642.25,1595.12,1406.0,14.62,21.61,552.86,2388.15,9047.42,1.3,47.7,521.18,2388.18,8132.0,8.4295,0.03,393.0,2388.0,100.0,38.97,23.222,120.0
95.0,47.0,-0.0022,-0.0001,100.0,518.67,642.91,1594.35,1409.05,14.62,21.61,553.85,2388.11,9056.36,1.3,47.59,521.58,2388.12,8131.11,8.4254,0.03,393.0,2388.0,100.0,38.81,23.3061,119.0
95.0,48.0,0.0,0.0001,100.0,518.67,642.27,1596.98,1405.27,14.62,21.61,553.08,2388.12,9047.57,1.3,47.49,521.08,2388.16,8130.03,8.4536,0.03,393.0,2388.0,100.0,38.79,23.3283,118.0
95.0,49.0,-0.0024,-0.0005,100.0,518.67,642.59,1597.5,1397.73,14.62,21.61,552.88,2388.12,9053.96,1.3,47.42,521.62,2388.13,8131.63,8.4007,0.03,393.0,2388.0,100.0,38.8,23.3398,117.0
95.0,50.0,-0.0033,0.0004,100.0,518.67,642.65,1597.65,1413.55,14.62,21.61,553.55,2388.14,9056.65,1.3,47.56,521.88,2388.14,8125.63,8.4335,0.03,394.0,2388.0,100.0,38.87,23.2261,116.0
95.0,51.0,-0.003,-0.0003,100.0,518.67,642.9,1588.96,1406.37,14.62,21.61,553.33,2388.13,9046.47,1.3,47.69,521.07,2388.11,8137.18,8.4518,0.03,392.0,2388.0,100.0,38.86,23.36,115.0
95.0,52.0,0.0003,0.0002,100.0,518.67,642.75,1585.98,1417.48,14.62,21.61,553.5,2388.11,9052.99,1.3,47.56,521.0,2388.08,8133.99,8.4712,0.03,393.0,2388.0,100.0,38.76,23.1825,114.0
95.0,53.0,-0.0007,-0.0002,100.0,518.67,642.55,1588.77,1404.55,14.62,21.61,553.06,2388.07,9048.02,1.3,47.54,521.45,2388.11,8125.7,8.4533,0.03,394.0,2388.0,100.0,38.85,23.2496,113.0
95.0,54.0,-0.0001,0.0002,100.0,518.67,642.72,1585.16,1411.61,14.62,21.61,553.53,2388.11,9050.54,1.3,47.41,521.04,2388.11,8134.1,8.4863,0.03,392.0,2388.0,100.0,38.83,23.2754,112.0
95.0,55.0,-0.0003,0.0004,100.0,518.67,642.58,1586.94,1410.76,14.62,21.61,552.92,2388.1,9047.63,1.3,47.59,521.22,2388.16,8128.45,8.4576,0.03,393.0,2388.0,100.0,38.91,23.3173,111.0
95.0,56.0,0.0036,0.0,100.0,518.67,642.34,1593.91,1407.73,14.62,21.61,553.15,2388.11,9052.51,1.3,47.67,520.8,2388.13,8130.14,8.4492,0.03,393.0,2388.0,100.0,38.69,23.1997,110.0
95.0,57.0,-0.0012,-0.0001,100.0,518.67,642.29,1596.44,1410.47,14.62,21.61,553.4,2388.13,9049.88,1.3,47.58,521.69,2388.04,8129.32,8.4404,0.03,392.0,2388.0,100.0,38.96,23.3187,109.0
95.0,58.0,0.0036,-0.0004,100.0,518.67,642.8,1595.14,1403.52,14.62,21.61,553.57,2388.14,9049.69,1.3,47.59,521.51,2388.14,8128.63,8.4556,0.03,393.0,2388.0,100.0,38.9,23.2071,108.0
95.0,59.0,0.0028,-0.0001,100.0,518.67,642.42,1589.72,1407.02,14.62,21.61,553.57,2388.1,9055.03,1.3,47.72,520.93,2388.13,8133.82,8.4789,0.03,393.0,2388.0,100.0,38.96,23.375,107.0
95.0,60.0,-0.0007,0.0001,100.0,518.67,643.01,1587.53,1413.42,14.62,21.61,552.55,2388.11,9049.76,1.3,47.5,521.32,2388.11,8133.44,8.4481,0.03,393.0,2388.0,100.0,38.76,23.3031,106.0
95.0,61.0,-0.0017,-0.0003,100.0,518.67,642.31,1586.63,1413.07,14.62,21.61,553.38,2388.11,9052.25,1.3,47.42,521.45,2388.1,8131.71,8.4639,0.03,395.0,2388.0,100.0,38.73,23.2757,105.0
95.0,62.0,-0.0025,0.0001,100.0,518.67,642.11,1590.02,1404.12,14.62,21.61,552.87,2388.07,9057.43,1.3,47.39,521.43,2388.16,8130.73,8.4384,0.03,394.0,2388.0,100.0,38.93,23.3078,104.0
95.0,63.0,0.001,0.0005,100.0,518.67,642.51,1589.9,1405.08,14.62,21.61,553.22,2388.1,9055.86,1.3,47.57,521.34,2388.1,8130.3,8.4367,0.03,392.0,2388.0,100.0,39.05,23.308,103.0
95.0,64.0,-0.0021,-0.0001,100.0,518.67,642.4,1583.71,1407.16,14.62,21.61,553.49,2388.12,9046.03,1.3,47.56,521.08,2388.15,8133.74,8.4628,0.03,392.0,2388.0,100.0,38.85,23.1755,102.0
95.0,65.0,-0.0011,-0.0001,100.0,518.67,642.75,1594.78,1410.14,14.62,21.61,552.72,2388.12,9056.46,1.3,47.63,521.6,2388.08,8137.32,8.4359,0.03,395.0,2388.0,100.0,38.85,23.3003,101.0
95.0,66.0,0.0018,0.0004,100.0,518.67,642.36,1594.34,1409.81,14.62,21.61,553.07,2388.09,9051.28,1.3,47.59,521.6,2388.09,8134.19,8.4245,0.03,394.0,2388.0,100.0,38.84,23.2282,100.0
95.0,67.0,0.0016,-0.0003,100.0,518.67,642.67,1589.9,1409.39,14.62,21.61,553.82,2388.05,9062.52,1.3,47.38,521.3,2388.15,8134.26,8.4558,0.03,394.0,2388.0,100.0,38.82,23.1889,99.0
95.0,68.0,-0.0034,0.0004,100.0,518.67,642.26,1591.67,1410.57,14.62,21.61,553.15,2388.12,9061.27,1.3,47.54,521.17,2388.11,8135.3,8.4576,0.03,393.0,2388.0,100.0,38.96,23.3496,98.0
95.0,69.0,0.003,-0.0001,100.0,518.67,642.67,1589.71,1417.94,14.62,21.61,553.01,2388.09,9058.65,1.3,47.59,520.85,2388.11,8133.89,8.4739,0.03,393.0,2388.0,100.0,38.58,23.1829,97.0
